key	CloneClass	cloneIsAloneAdaptive	cloneIsCommunityAdaptive	isUniqueAdaptive	BLT_isAdaptive	Sequencing_Library_Prefix	Phenotyping_Clone_ID	BCID	CloneSource	Plate	Row	Column	Rearrayed_Plate_Index	Rearrayed_Plate_Number	Rearrayed_Row	Rearrayed_Col	BLT_fitness	BLT_variance	BLT_numValues	BLT_logCV	populationType	Alone_fitness	Alone_variance	Alone_stderr	Community_fitness	Community_variance	Community_stderr	YYA_1	YYA_2	YYA_Avg	YYA_Var	YYA_1_rescaled	YYA_2_rescaled	YYA_Avg_rescaled	YYA_Stderr_rescaled	AYC_rep1	AYC_rep2	AYC_avg	AYC_var	AYC_stderr	AYC_rep1_rescaled	AYC_rep2_rescaled	AYC_avg_rescaled	AYC_stderr_rescaled	YYC_rep1	YYC_rep2	YYC_avg	YYC_var	YYC_stderr	YYC_rep1_rescaled	YYC_rep2_rescaled	YYC_avg_rescaled	YYC_stderr_rescaled	r_1	r_2	r_Avg	r_Var	r_1_rescaled	r_2_rescaled	r_Avg_rescaled	r_Stderr_rescaled	K_1	K_2	K_Avg	K_Var	K_1_rescaled	K_2_rescaled	K_Avg_rescaled	K_Stderr_rescaled	sampledFreq	BLT_Mono_fit_interpolated	BLT_Co_fit_interpolated	BLT_Co_fit_rank	BLT_Mono_fit_rank	adaptiveLocus	mutationWeightAll	mutationWeightClass	significantYeastEffect	significantAlgaEffect	significantREffect	significantKEffect	numCNVMuts	numSmallMuts
A1_176982	A-mutant	TRUE	TRUE	FALSE	TRUE	sample_321	NA	176982	Alone	A1	D	8	YPlate	1	D	3	0.854889806468774	0.000523286237571952	5	-1.57254048220104	Alone	0.886110890279148	0.0455743814729353	0.123253642911593	0.385713982248412	0.0339833068863923	0.106431992192812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000524710913987011	0.660454182515162	0.471483158178374	0.445293672106314	0.578663640232657	chrIII-3n	0	0	NA	NA	NA	NA	1	7
A1_20257	A-mutant	TRUE	TRUE	FALSE	TRUE	sample_331	NA	20257	Alone	A1	F	11	YPlate	1	C	5	0.782030262217854	0.000457875457875458	5	-1.56284987629094	Alone	0.938456291490669	0.0696300794815742	0.152348372140493	0.45110832415366	0.0425300756548418	0.119065914034821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000562897422552103	0.697838134384466	0.554146039897696	0.562762514631963	0.639310540502199	Other	0	0	NA	NA	NA	NA	0	7
A1_234992	A-mutant	TRUE	TRUE	FALSE	TRUE	sample77	NA	234992	Alone	A1	D	11	NeutralPlate	1	F	1	0.765220600337296	0.00130378096479791	5	-1.32618433503438	Alone	0.928901853289266	0.00199157094972952	0.0257654222407313	0.439190067706136	0.00152468938343286	0.0225439525034458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000203661379013826	0.691014561547262	0.539080555724009	0.541761344074916	0.627464888636686	chrIII-3n	0	0	NA	NA	NA	NA	1	7
A1_239428	A-mutant	TRUE	TRUE	FALSE	TRUE	sample75	NA	239428	Alone	A1	C	8	NeutralPlate	1	D	1	0.476354604056963	0.00179856115107914	5	-1.05046776290288	Alone	0.39346429143463	0.0134676146276967	0.0670015289071743	0.20389323940584	0.00491896046675162	0.0404926349959743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.12233260166097e-05	0.308616651165286	0.24164941229418	0.0441368863182538	0.0414243155057455	YMR317W	0	0	NA	NA	NA	NA	0	10
A1_243065	A-mutant	TRUE	TRUE	FALSE	TRUE	sample_318	NA	243065	Alone	A1	B	11	YPlate	1	D	2	0.52598097793826	0.000263157894736842	5	-1.5108618365195	Alone	0.836423397058115	0.119228614634343	0.19935614248069	0.502786208472508	0.0720883345743998	0.155014337588925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000504910502138444	0.624968450968745	0.619470389290851	0.648488604282862	0.516101574691446	Other	0	0	NA	NA	NA	NA	0	3
A1_243081	A-mutant	TRUE	TRUE	FALSE	TRUE	YLT-02_216	51	243081	Alone	A1	E	11	YPlate	1	C	4	1.41194941277986	3.1675641431739e-05	5	-2.39945642806974	Alone	1.79100462935673	0.00894585028858449	0.0546072348338096	0.901991193172367	0.0148788832756078	0.0704246246602417	1280000	2720000	1710000	3.92e+10	-0.43019943019943	0.60075329566855	-0.173114119922631	0.124757001915952	724512	261859	493185.5	107023899204.5	231326.5	0.61214753631444	-0.417324569211051	0.0974114835516946	0.529983139495342	2500000	4000000	3250000	1.125e+12	750000	-0.0384615384615384	0.538461538461539	0.25	0.443247329677543	0.173922633659644	0.158970053305271	0.166446343482457	0.000111789829626982	0.0631767926101656	-0.0811507347199015	-0.0110070236913933	0.0481133644459559	5300000	6975000	6137500	1402812500000	0.0231660231660231	0.183206106870229	0.108352144469526	0.155732731175945	0.0152555101717544	1.30670969313423	1.1240925549183	0.916890449631619	0.995531281032771	Other	1	0.333333333333333	FALSE	FALSE	FALSE	FALSE	0	4
A1_247013	A-mutant	TRUE	TRUE	FALSE	TRUE	YLT-02_222	NA	247013	Alone	A1	G	3	YPlate	1	G	5	1.20426520679517	0.000262191924488726	5	-1.87141248340668	Alone	1.44536101955533	0.0126170295021362	0.0648511873500559	0.699642672912562	0.0195654874436567	0.080757842640115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0012863196125908	1.05985851282646	0.868310306653582	0.832059491840529	0.966236345580934	Other	0	0	NA	NA	NA	NA	0	0
A1_247909	A-mutant	TRUE	TRUE	FALSE	TRUE	YLT-02_223	65	247909	Alone	A1	G	4	YPlate	1	H	5	1.22595630115497	0.00013107018808572	5	-2.02972302884047	Alone	1.49659917540688	0.00606889885202139	0.0449773974792576	0.647481459089077	0.00867263200322451	0.0537668795301361	3024000	2032000	1880000	1.8e+09	0.346153846153846	0.195856873822976	-0.0909090909090909	0.116119081221972	761795	885841	823818	7693705058	62023	0.695107786243236	0.971128684847622	0.833118235545429	0.251977073844304	3300000	4900000	4100000	1.28e+12	8e+05	0.269230769230769	0.884615384615385	0.576923076923077	0.524330558164401	0.181397557155666	0.189470780168842	0.185434168662254	3.25884649102378e-05	0.108870472726921	0.0951439188101149	0.10181507468155	0.0316093661841668	6675000	4225000	5450000	3.00125e+12	0.288610038610039	-0.283290924512299	-0.0158013544018059	0.223662558856432	0.00305704215790546	1.09645169403995	0.802374995998197	0.806444949390622	0.974606327138601	chrIII-3n	5.77777777777778	1.17857142857143	FALSE	TRUE	TRUE	FALSE	1	2
A1_256312	A-mutant	TRUE	TRUE	TRUE	FALSE	sample82	NA	256312	Alone	A1	H	10	NeutralPlate	1	E	2	0.0293187363723344	0.00740740740740741	5	0.467687867325986	Alone	1.02196027815803	0.00339475000295092	0.033639015061636	0.502917582107385	0.00309546466779675	0.0321219793277477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27288361883641e-05	0.757474873166032	0.619636454472094	0.648695173173587	0.733508299049511	Other	0	0	NA	NA	NA	NA	0	5
A1_257111	A-mutant	TRUE	FALSE	FALSE	TRUE	sample_330	NA	257111	Alone	A1	F	10	YPlate	1	B	5	0.763499591381744	0.000399361022364217	5	-1.58212597123112	Alone	0.927833370063052	0.195072020686919	0.254998052729113	0.181740741474374	0.149173403667816	0.222989838085219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00067674979068136	0.690251473967887	0.213647153032216	0.0232045720581147	0.626046247694709	Other	0	0	NA	NA	NA	NA	0	8
A1_27529	A-mutant	TRUE	TRUE	TRUE	TRUE	sample74	NA	27529	Alone	A1	C	7	NeutralPlate	1	C	1	0.33331609460762	0.000689179875947622	5	-1.10368999086805	Alone	0.55071352251486	0.00644823865458173	0.0463617610198381	0.471176076977859	0.0023431487244977	0.0279472641743797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000156281822090471	0.420920646361233	0.579513040004265	0.597397231976864	0.182650021279614	Other	0	0	NA	NA	NA	NA	0	3
A1_275484	A-mutant	TRUE	TRUE	FALSE	TRUE	sample_313	NA	275484	Alone	A1	A	4	YPlate	1	C	1	0.602764942012861	0.000439270810454645	5	-1.45878181228334	Alone	0.85159705625979	0.0562436949600672	0.136922964911013	0.448259282071375	0.030449212610603	0.100745905806974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00036913624946256	0.635805149745481	0.550544657548708	0.558080286442195	0.533976450560363	PMT3	0	0	NA	NA	NA	NA	0	6
A1_282667	A-mutant	TRUE	TRUE	FALSE	TRUE	sample76	NA	282667	Alone	A1	D	1	NeutralPlate	1	E	1	0.806316311510399	8.66701334720055e-05	5	-1.93757071283199	Alone	0.930682903004958	0.00253441971733945	0.0290655564620133	0.377832489112581	0.00205855893492884	0.0261951581717489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00265396234527392	0.69228654868094	0.461520416511781	0.429387867520485	0.629947510285147	chrIII-3n	0	0	NA	NA	NA	NA	1	8
A1_296354	A-mutant	TRUE	TRUE	FALSE	TRUE		NA	296354	Alone	A1	B	8	YPlate	1	C	2	0.999326045244971	0.000732064421669107	5	-1.56743255616572	Alone	1.54152715340061	0.116057996003808	0.196687566124389	0.684528846128781	0.283827314510065	0.307585930817208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000364186146500419	1.12853828289072	0.849205404924251	0.825931281415686	0.979997162718116	Other	0	0	NA	NA	NA	NA	0	0
A1_302098	A-mutant	TRUE	FALSE	FALSE	TRUE	sample_335	NA	302098	Alone	A1	H	4	YPlate	1	D	6	0.717669988315751	0.000151791135397693	5	-1.76530158043703	Alone	0.700722699547735	0.367657610115218	0.350075044390589	0.412913300014451	0.149943213061717	0.223564467258489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00149210246430269	0.528053951758781	0.505864939871324	0.49645390070922	0.360618527450702	Other	0	0	NA	NA	NA	NA	0	4
A1_305421	A-mutant	TRUE	TRUE	TRUE	TRUE	sample80	NA	305421	Alone	A1	G	6	NeutralPlate	1	B	2	0.839687448971157	0.00120627261761158	5	-1.38339492699579	Alone	0.94635248866135	0.00330806660665406	0.0332067593854728	0.771175218681244	0.00172733337620854	0.0239953702215555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000202954221447806	0.703477427391057	0.958732294209115	0.859670866900778	0.649241027096042	Other	0	0	NA	NA	NA	NA	0	2
A1_313755	A-mutant	TRUE	TRUE	FALSE	TRUE	sample_327	NA	313755	Alone	A1	E	10	YPlate	1	B	4	0.718352692029903	0.000690131124913734	5	-1.43687191635743	Alone	1.02041031875936	0.173735898180196	0.240649051650043	0.609588246319171	0.0870660993449587	0.170358542829487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00033872847412369	0.75636792573191	0.754475406004578	0.779384424705639	0.732160590154632	Other	0	0	NA	NA	NA	NA	0	8
A1_324631	A-mutant	TRUE	TRUE	FALSE	TRUE	sample73	NA	324631	Alone	A1	B	4	NeutralPlate	1	B	1	0.667955112366097	0.00182648401826484	5	-1.19393933994012	Alone	0.640329025520527	0.00289344873050062	0.0310561251634339	0.355556247839762	0.00163777508968627	0.0233650386238804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000156281822090471	0.484922097750817	0.433361737276899	0.383667286373339	0.290395800822812	CCZ1	0	0	NA	NA	NA	NA	0	3
A1_328800	A-mutant	TRUE	TRUE	FALSE	TRUE	sample_336	NA	328800	Alone	A1	H	7	YPlate	1	E	6	0.805718760423733	0.00032986970146792	5	-1.6470122621967	Alone	0.901463597241947	0.069733253554615	0.152461201135037	0.40193023835145	0.0595167351742876	0.140850671722795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000670385372587178	0.671418753325147	0.491981605308829	0.475934724230531	0.596609448148674	chrIII-3n	0	0	NA	NA	NA	NA	1	2
A1_376019	A-mutant	TRUE	TRUE	TRUE	FALSE	sample79	NA	376019	Alone	A1	F	2	NeutralPlate	1	A	2	-0.55235769068357	0.0175438596491228	5	-0.620157833068019	Alone	0.389346202619679	0.0464090889921248	0.124377233972734	0.220127916157522	0.018795166705439	0.0791521040053873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.54576723767283e-05	0.305675601321585	0.26217114437339	0.0669283205949184	0.0396510143282735	Other	0	0	NA	NA	NA	NA	0	0
A1_37946	A-mutant	TRUE	TRUE	FALSE	TRUE	YLT-02_218	NA	37946	Alone	A1	F	8	YPlate	1	H	4	0.872831098792489	0.000212044105173876	5	-1.77771710989053	Alone	1.02958771979087	0.132120110688374	0.209857182140914	0.638527317909728	0.101504179136542	0.183942182162894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00110245864542554	0.762922226788094	0.791056354482099	0.800936445637954	0.74301319336076	Other	0	0	NA	NA	NA	NA	0	0
A1_41664	A-mutant	TRUE	TRUE	FALSE	TRUE	YLT-02_224	NA	41664	Alone	A1	G	7	YPlate	1	A	6	1.31215597552703	1.42726649920073e-05	5	-2.54073292646707	Alone	1.74663246493842	0.00551550858937452	0.0428777665361063	0.943458150681253	0.00848512259337676	0.0531824613739554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0303490812608902	1.27502005430144	1.17650960055176	0.932107691248365	0.994112640090793	chrIII-3n	0	0	NA	NA	NA	NA	1	1
A1_41917	A-mutant	TRUE	TRUE	TRUE	TRUE	YLT-02_206	NA	41917	Alone	A1	A	6	YPlate	1	D	1	1.35669745598566	0.000112429029175333	5	-2.10704378035935	Alone	1.58131636870552	0.00548510787742425	0.0427594351281065	0.789678544324733	0.0104714226120893	0.0590802353078402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00350679436989432	1.15695487872243	0.982121752295534	0.867245059560697	0.983401900978862	Other	0	0	NA	NA	NA	NA	0	1
